latency_ns
9774200
1787300
1195800
1462699
1434800
1546999
1150099
1424400
1429900
1452500
1437899
1337900
1544000
1488401
1548099
1396700
1478401
1293700
1135501
1380600
1338000
1020101
1322899
1506500
1286600
1415000
1587200
1428700
1528600
1748000
1442901
1441999
1404200
1424600
1423700
1522400
1403200
1401100
1457900
1469500
1429201
1543100
1355199
1405000
1260100
1626499
1544600
1440600
1458901
1520300
1380200
1297900
1319800
1209400
1377701
1267600
1254300
1195800
1458300
1158401
1290600
1041300
1141800
1752501
1198400
1088800
1016600
1073600
1039800
996100
1455199
1497200
1261201
1244000
1264300
1393200
1662199
1405901
1246400
1139201
1072501
1214700
1477000
1353399
1403900
1509900
1320299
1268799
1760100
1650299
1515401
1246600
1479901
1419700
1386200
1451900
1252600
1152499
1250400
1247400
1306301
1130300
1297100
1127299
1527800
1655699
1373300
1566599
1336700
1432600
1378300
1242600
1078600
1195000
1223099
1223800
1482400
1312200
881700
962000
1135600
924299
956101
939199
1074501
1063900
1082700
958700
1178199
940800
1240000
960000
895899
967600
1006200
969799
861900
841600
868300
1018000
878000
1008701
1015200
853899
851400
906700
1106800
1022800
915700
1046601
978400
927500
1109100
1120500
1120999
1552000
1317600
1300800
1600599
1424500
1467900
876500
882400
880400
904700
950601
1141201
1286200
1357499
1339800
1206900
1331801
1489001
1500499
1193901
1161600
1512401
1635999
1153199
1130200
1514500
1173999
1263400
1360300
1138500
1325900
1117799
1201301
1105901
1178800
2736700
1785600
1517900
1380101
1106000
1036199
1254000
1168000
1234500
1190600
1269401
1115599
1217301
1229000
1204700
1317001
1113800
1376499
1344099
1237400
1313299
1410599
1171199
1332800
1605000
1172401
1108299
1155399
1126800
1043201
1890000
1707799
1337500
1113700
1086800
1391600
1372900
1084600
1135599
1147500
1084500
1481900
1632899
1251100
1085800
1645300
1677800
1557301
1132000
1052700
1156599
1275800
1232500
1114900
1127600
1833699
1833100
1120801
1234901
1141900
1253299
1269800
2513600
1421200
2062601
1154299
1243400
1293900
1184301
1139800
1155700
1140200
1224400
1541800
1200001
1051901
1124001
1319000
1114000
930399
1088399
1062300
1231600
948600
859900
912400
1034600
1055500
1051200
1192700
1256000
1663400
1146900
1127700
1086300
1014499
802200
825600
1268100
1083000
1124401
1040301
902100
926800
881299
816601
1087001
914899
891200
912600
910401
807700
1146201
858200
1010900
940300
1021300
865800
1063800
905699
903400
925600
930500
901700
908000
895299
875701
971800
962100
1012700
892101
845100
946000
907300
1036099
1115700
861600
947700
1152099
908200
948400
1101800
986500
893299
799800
800400
808900
787200
1071000
1513399
1122299
1006800
857300
878300
744700
909600
909401
852800
918301
1000000
980999
1021100
1180100
1153201
1210000
1207999
1042000
1234300
951800
877101
983700
1052200
1237500
1213200
1208700
1164700
1043199
1068900
1552400
1190300
1177800
1103101
1133600
1312499
1246201
1182701
1046400
1295300
1479201
1237500
1253000
962200
1069700
1182400
1323800
1742800
1516300
1741800
1564799
1245701
1178000
1250300
1222301
1177401
1141700
1124500
1055500
1336900
1224400
1233601
1308000
1600000
1268300
1616500
1271299
1260800
1364300
1241600
1449500
1508199
1338901
1352999
1340700
1465000
1912601
1385099
1295400
1257600
1359801
1288400
1384000
1437100
1564900
1489500
1451300
1296299
1377499
1249300
1657000
1597901
1465000
1345699
1354100
1119701
1122599
1253500
1337001
1399200
1651300
1267599
1283700
1302400
1261301
1323900
1123599
1381400
1220200
1559200
1429300
1298200
1582101
1078299
1428900
1450801
1304100
1382499
1550000
1475599
1670900
1231100
1443500
1199899
1264700
1716700
1296500
1079699
1063401
1146500
1270700
1454100
1175900
1941599
1238300
1612601
1535501
1322399
1308700
1247200
1781100
1805700
1664499
1282200
1732400
1434200
1092200
1655600
1135700
1590699
1208900
1200099
1202201
1132699
1742800
1662200
1324300
1233700
1132700
1258201
1355599
1100200
1848901
1107301
1144600
1101400
1456300
1645500
1204900
2282700
1245900
1336599
1578801
1875201
1459199
1112100
1679299
1183100
1193300
1532900
1484899
2002600
1553500
1557300
1298700
1319900
1112800
1140799
1038000
1846200
1196300
1234700
1121799
1428500
1437301
1130400
1221000
1039800
1141800
1254700
1239599
1096301
919400
1028600
1320000
1317699
1774200
1334799
1226500
1613300
1415800
1287099
1106999
1483900
1210200
982199
1103300
1191699
1041199
1453300
1118199
1044600
1077300
1084100
1068400
998201
1519199
1081900
1091199
1190400
1175001
1213201
1127800
1130899
1870100
1351501
1308700
1160200
1407400
1181599
1074200
1684000
1061400
1070000
1236599
1233501
1093600
1241400
1778501
1044700
1431000
1163900
1187499
1219501
1146399
1197800
1721601
1181299
1206300
1041100
1400599
1206700
941301
1202700
1115400
1133800
1168601
1326699
1245999
1150700
1198499
1388300
1126000
1132699
991200
1220500
1138300
1229700
1204400
1587200
1188000
1238000
1233800
1124400
1330700
1243300
1226000
1206900
1732500
1158201
1293100
1062000
1375401
1176600
1568700
1155301
1095300
1079400
951200
1111499
1100100
1116200
1373600
995401
1140501
1033500
1225400
1084400
1196100
1754400
1281000
1015499
1470800
2449699
1491301
952799
1005900
1615901
1244799
1134300
1235800
1500699
1249299
1322799
1125099
1276300
1487500
1155199
1169399
1098400
1260500
1210401
2147500
1307800
1114900
2017101
1220100
1227600
1218700
1791001
1223200
1201900
1933399
1108201
1292899
1286299
1142500
1267100
1203999
1113999
1197000
1245400
1367201
1153400
1113600
1392200
1324000
1173200
1259500
1208100
1365600
1026400
996000
1411699
1130000
1137300
1076201
1181799
1351200
1286400
1169399
1204400
1048999
1818300
1025700
1328199
1402800
1202799
1127200
1456101
1309299
1100100
1055199
1163699
1239900
1103700
1693000
1087700
996700
1277300
1141901
1101400
1048501
1118600
1607400
1031700
1214100
1143201
1251401
1150301
1502900
1132300
1029300
1240000
1004099
1124900
983500
1708101
999100
890000
940900
858200
936100
796000
996899
1343501
884000
1144900
999600
1515600
1247101
1150900
1060199
1479001
1087700
1187001
1052200
1000099
1042000
1326799
1437500
954801
1034700
1008499
1019100
1159300
1021200
1019801
1031599
1738300
1074300
1118500
1044901
1050399
1102800
1037101
1602400
932900
890000
864301
866700
930400
992599
915899
982900
1102000
930600
870700
784299
825600
808700
1005299
1555199
972201
1048299
927201
865899
852800
863601
816299
791799
842500
1111201
1005500
854699
1012300
981000
778799
1019699
1026201
821201
1033200
1256400
1039000
934201
1039800
981000
835599
1046599
1147600
991700
874500
997900
855800
1183100
1029701
806100
1086500
1672100
1386600
1459400
1122300
1133701
1220899
1095900
1094801
1128700
1211700
1182100
1250000
1041299
1270999
1229701
999500
1262000
1235500
1140500
1215001
1266199
1435700
1482100
1640200
1073100
1537301
1566000
1228599
1783500
1068100
1175100
1012300
1266599
1119600
1048199
1193700
1152900
1258800
1426100
1133700
1121000
1525600
1391900
1100099
1148499
993700
981100
966701
869800
1034900
1285800
1442299
915600
963399
786700
818400
1613001
952501
1191901
1086600
1747800
1225099
1400201
1069999
1408200
1185400
1489699
1399800
1272201
1436000
1332000
1509799
1660800
1522399
1258101
1417500
1409800
1365900
1326399
1183801
1312600
1321999
1228300
1697700
1266099
1348701
1484900
1672500
1334301
1221400
952600
924300
1076099
954900
768900
921700
991700
901800
919400
924201
934500
976900
892200
1285500
1299900
1102801
1089501
961599
1864699
1078801
1167401
1010600
1108001
1092101
934799
1053500
1101400
1120500
918600
907100
911099
1209100
1136300
1311200
1190000
1050000
973000
1097499
1063999
1080100
1016700
905201
860800
835199
656200
1099600
1222400
1171600
1450001
1300100
1356500
1225500
1150400
1384799
1254400
1084601
1206700
1110900
1212601
1189300
1212400
1257300
1159700
1261299
1021399
1282200
1431300
1082700
1033999
1198501
1182800
1068500
1253900
972900
1180000
1040300
1369700
1338400
1580400
1191499
1122199
1001600
1099201
1052300
1341500
941500
990501
1071700
965801
1152399
984500
1050799
1187600
1234200
1142100
1105000
1110100
954499
1166201
914999
1099000
1227401
1096800
964299
964800
1431800
1127500
1155199
938899
994800
1431101
923501
947500
1116700
1049700
954000
779300
887400
733200
848101
1120500
1165500
901500
1103599
1143199
763200
755501
995300
1149700
948400
1178800
1083399
902500
1177600
1104101
1119000
1266100
1267500
1146900
1059999
1032400
1054800
984401
844600
989201
1224400
1150401
1107401
762899
1041100
1028300
838599
758400
1127000
1017300
1070299
1112100
1050300
1117800
978700
1191500
995400
772100
794600
1058101
903300
872700
886000
793200
876100
775600
848400
870201
1192200
851099
1120700
1104800
804100
937799
818901
916299
826800
873600
757600
972800
1043200
940900
810300
796400
989500
1127200
1591801
704901
844801
1009800
1182200
1049201
798401
1165900
899001
797400
990100
771199
832600
801901
934599
780100
1042300
1097700
828000
870900
1151700
765099
874399
759700
846501
907301
764000
974600
1119400
1058801
976400
988801
721000
922101
1106300
1103901
874300
1101400
986400
808600
874199
772900
847999
835000
1007600
925900
893501
775200
864301
844300
951301
830200
996399
998300
944800
976100
1008899
985300
907899
1104299
1427199
1018400
914701
877500
974000
789101
1047200
1105500
1058600
953499
945000
963500
732200
715000
741099
664100
901900
712001
738100
733500
786100
791700
848600
732600
653801
700299
697000
856099
1089001
1221501
978100
814000
783201
954299
755700
896100
741400
805900
770900
745300
752500
719700
698799
878700
886600
758600
848701
858099
2009799
2076300
1060900
967600
1110800
1062600
719800
684700
874600
597900
853400
820700
582800
741999
1079500
1350700
741100
1186600
936500
772100
764600
714799
790600
713200
706099
878599
796400
901900
595800
827600
768200
695600
751000
697000
736500
1030600
840800
987101
978800
1082300
1110800
827501
940700
770600
1011600
1002099
1097600
1006100
1307000
908800
1550899
1090399
819799
1101400
801499
1000100
1044899
985199
1064101
708699
780800
1221099
850100
1381300
1168301
1181401
651800
1170100
1081900
934300
1098299
930700
1079500
881600
1088300
1048600
1074201
1284299
834800
1559501
985499
1108400
995801
1115001
857300
1031000
898600
1206400
1013100
1309600
1138600
1265800
984200
1313600
881500
1004401
1466500
976201
804399
1210800
1110300
1106900
1170399
885299
1509701
980000
1040099
1247800
995399
1145400
623799
873699
1247100
646600
805200
1351301
